,A,aug,sep,oct,s_bar,sq1,sq2,sq3,num,final
1601,23164,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1602,23165,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1603,23166,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1604,23167,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1605,23168,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1606,23169,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1607,23170,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1608,23171,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1609,23172,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1610,23173,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1611,23174,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1612,23175,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1613,23176,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1614,23177,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1615,23178,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1616,23179,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1617,23180,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1618,23181,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1619,23182,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1620,23183,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1621,23184,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1622,23185,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1623,23186,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1624,23187,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1625,23188,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1626,23189,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1627,23190,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1628,23191,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1629,23192,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1630,23193,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1631,23194,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1632,23195,0.412697251504221,0,0,0.137565750501407,0.0756973428440615,0.0189243357110154,0.0189243357110154,0.0378486714220307,0.275131501002814
1633,23196,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1634,23197,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1635,23198,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1636,23199,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1637,23200,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1638,23201,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1639,23202,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1640,23203,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1641,23204,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1642,23205,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1643,23206,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
1644,23207,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1645,23208,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1646,23209,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1647,23210,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1648,23211,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1649,23212,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1650,23213,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1651,23214,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1652,23215,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1653,23216,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1654,23217,0.217322011273649,0,0.230048479280685,0.149123496851445,0.00465103736939561,0.0222378173132028,0.00654885278117286,0.0111459024879238,0.0747427650454522
1655,23218,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1656,23219,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1657,23220,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1658,23221,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1659,23222,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1660,23223,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1661,23224,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1662,23225,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1663,23226,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1664,23227,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1665,23228,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1666,23229,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1667,23230,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1668,23231,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1669,23232,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1670,23233,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1671,23234,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1672,23235,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1673,23236,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1674,23237,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1675,23238,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1676,23239,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1677,23240,0,0,0,0,0,0,0,0,#DIV/0!
1678,23241,0,0,0,0,0,0,0,0,#DIV/0!
1679,23242,0,0,0,0,0,0,0,0,#DIV/0!
1680,23243,0,0,0,0,0,0,0,0,#DIV/0!
1681,23244,0,0,0,0,0,0,0,0,#DIV/0!
1682,23245,0,0,0,0,0,0,0,0,#DIV/0!
1683,23246,0,0,0,0,0,0,0,0,#DIV/0!
1684,23247,0,0,0,0,0,0,0,0,#DIV/0!
1685,23248,0,0,0,0,0,0,0,0,#DIV/0!
1686,23249,0,0,0,0,0,0,0,0,#DIV/0!
1687,23250,0,0,0,0,0,0,0,0,#DIV/0!
1688,23251,0,0,0,0,0,0,0,0,#DIV/0!
1689,23252,0,0,0,0,0,0,0,0,#DIV/0!
1690,23253,0,0,0,0,0,0,0,0,#DIV/0!
1691,23254,0,0,0,0,0,0,0,0,#DIV/0!
1692,23255,0,0,0,0,0,0,0,0,#DIV/0!
1693,23256,0,0,0,0,0,0,0,0,#DIV/0!
1694,23257,0,0,0,0,0,0,0,0,#DIV/0!
1695,23258,0,0,0,0,0,0,0,0,#DIV/0!
1696,23259,0,0,0,0,0,0,0,0,#DIV/0!
1697,23260,0,0,0,0,0,0,0,0,#DIV/0!
1698,23261,0,0,0,0,0,0,0,0,#DIV/0!
1699,23262,0,0,0,0,0,0,0,0,#DIV/0!
1700,23263,0,0,0,0,0,0,0,0,#DIV/0!
1701,23264,0,0,0,0,0,0,0,0,#DIV/0!
1702,23265,0,0,0,0,0,0,0,0,#DIV/0!
1703,23266,0,0,0,0,0,0,0,0,#DIV/0!
1704,23267,0,0,0,0,0,0,0,0,#DIV/0!
1705,23268,0,0,0,0,0,0,0,0,#DIV/0!
1706,23269,0,0,0,0,0,0,0,0,#DIV/0!
1707,23270,0,0,0,0,0,0,0,0,#DIV/0!
1708,23271,0,0,0,0,0,0,0,0,#DIV/0!
1709,23272,0,0,0,0,0,0,0,0,#DIV/0!
1710,23273,0,0,0,0,0,0,0,0,#DIV/0!
1711,23274,0,0,0,0,0,0,0,0,#DIV/0!
1712,23275,0,0,0,0,0,0,0,0,#DIV/0!
1713,23276,0,0,0,0,0,0,0,0,#DIV/0!
1714,23277,0,0,0,0,0,0,0,0,#DIV/0!
1715,23278,0,0,0,0,0,0,0,0,#DIV/0!
1716,23279,0,0,0,0,0,0,0,0,#DIV/0!
1717,23280,0,0,0,0,0,0,0,0,#DIV/0!
1718,23281,0,0,0,0,0,0,0,0,#DIV/0!
1719,23282,0,0,0,0,0,0,0,0,#DIV/0!
1720,23283,0,0,0,0,0,0,0,0,#DIV/0!
1721,23284,0,0,0,0,0,0,0,0,#DIV/0!
1722,23285,0,0,0,0,0,0,0,0,#DIV/0!
1723,23286,0,0,0,0,0,0,0,0,#DIV/0!
1724,23287,0,0,0,0,0,0,0,0,#DIV/0!
1725,23288,0,0,0,0,0,0,0,0,#DIV/0!
1726,23289,0,0,0,0,0,0,0,0,#DIV/0!
1727,23290,0,0,0,0,0,0,0,0,#DIV/0!
1728,23291,0,0,0,0,0,0,0,0,#DIV/0!
1729,23292,0,0,0.151495854335375,0.0504986181117917,0.00255011043120057,0.00255011043120057,0.0102004417248023,0.00510022086240115,0.100997236223583
1730,23293,0,0,0,0,0,0,0,0,#DIV/0!
1731,23294,0,0,0,0,0,0,0,0,#DIV/0!
1732,23295,0,0,0,0,0,0,0,0,#DIV/0!
1733,23296,0,0,0,0,0,0,0,0,#DIV/0!
1734,23297,0,0,0,0,0,0,0,0,#DIV/0!
1735,23298,0,0,0,0,0,0,0,0,#DIV/0!
1736,23299,0,0,0,0,0,0,0,0,#DIV/0!
1737,23300,0,0,0,0,0,0,0,0,#DIV/0!
1738,23301,0,0,0,0,0,0,0,0,#DIV/0!
1739,23302,0,0,0,0,0,0,0,0,#DIV/0!
1740,23303,0,0,0,0,0,0,0,0,#DIV/0!
1741,23304,0,0,0,0,0,0,0,0,#DIV/0!
1742,23305,0,0,0,0,0,0,0,0,#DIV/0!
1743,23306,0,0,0,0,0,0,0,0,#DIV/0!
1744,23307,0,0,0,0,0,0,0,0,#DIV/0!
1745,23308,0,0,0,0,0,0,0,0,#DIV/0!
1746,23309,0,0,0,0,0,0,0,0,#DIV/0!
1747,23310,0,0,0,0,0,0,0,0,#DIV/0!
1748,23311,0,0,0,0,0,0,0,0,#DIV/0!
1749,23312,0,0,0,0,0,0,0,0,#DIV/0!
1750,23313,0,0,0,0,0,0,0,0,#DIV/0!
1751,23314,0,0,0,0,0,0,0,0,#DIV/0!
1752,23315,0,0,0,0,0,0,0,0,#DIV/0!
1753,23316,0,0,0,0,0,0,0,0,#DIV/0!
1754,23317,0,0,0,0,0,0,0,0,#DIV/0!
1755,23318,0,0,0,0,0,0,0,0,#DIV/0!
1756,23319,0,0,0,0,0,0,0,0,#DIV/0!
1757,23320,0,0,0,0,0,0,0,0,#DIV/0!
1758,23321,0,0,0,0,0,0,0,0,#DIV/0!
1759,23322,0,0,0,0,0,0,0,0,#DIV/0!
1760,23323,0,0,0,0,0,0,0,0,#DIV/0!
1761,23324,0,0,0,0,0,0,0,0,#DIV/0!
1762,23325,0,0,0,0,0,0,0,0,#DIV/0!
1763,23326,0,0,0,0,0,0,0,0,#DIV/0!
1764,23327,0,0,0,0,0,0,0,0,#DIV/0!
1765,23328,0,0,0,0,0,0,0,0,#DIV/0!
1766,23329,0,0,0,0,0,0,0,0,#DIV/0!
1767,23330,0,0,0,0,0,0,0,0,#DIV/0!
1768,23331,0,0,0,0,0,0,0,0,#DIV/0!
1769,23332,0,0,0,0,0,0,0,0,#DIV/0!
1770,23333,0,0,0,0,0,0,0,0,#DIV/0!
1771,23334,0,0,0,0,0,0,0,0,#DIV/0!
1772,23335,0,0,0,0,0,0,0,0,#DIV/0!
1773,23336,0,0,0,0,0,0,0,0,#DIV/0!
1774,23337,0,0,0,0,0,0,0,0,#DIV/0!
1775,23338,0,0,0,0,0,0,0,0,#DIV/0!
1776,23339,0,0,0,0,0,0,0,0,#DIV/0!
1777,23340,0,0,0,0,0,0,0,0,#DIV/0!
1778,23341,0,0,0,0,0,0,0,0,#DIV/0!
1779,23342,0,0,0,0,0,0,0,0,#DIV/0!
1780,23343,0,0,0,0,0,0,0,0,#DIV/0!
1781,23344,0,0,0,0,0,0,0,0,#DIV/0!
1782,23345,0,0,0,0,0,0,0,0,#DIV/0!
1783,23346,0,0,0,0,0,0,0,0,#DIV/0!
1784,23347,0,0,0,0,0,0,0,0,#DIV/0!
1785,23348,0,0,0,0,0,0,0,0,#DIV/0!
1786,23349,0,0,0,0,0,0,0,0,#DIV/0!
1787,23350,0,0,0,0,0,0,0,0,#DIV/0!
1788,23351,0,0,0,0,0,0,0,0,#DIV/0!
1789,23352,0,0,0,0,0,0,0,0,#DIV/0!
1790,23353,0,0,0,0,0,0,0,0,#DIV/0!
1791,23354,0,0,0,0,0,0,0,0,#DIV/0!
1792,23355,0,0,0,0,0,0,0,0,#DIV/0!
1793,23356,0,0,0,0,0,0,0,0,#DIV/0!
1794,23357,0,0,0,0,0,0,0,0,#DIV/0!
1795,23358,0,0,0,0,0,0,0,0,#DIV/0!
1796,23359,0,0,0,0,0,0,0,0,#DIV/0!
1797,23360,0,0,0,0,0,0,0,0,#DIV/0!
1798,23361,0,0,0,0,0,0,0,0,#DIV/0!
1799,23362,0,0,0,0,0,0,0,0,#DIV/0!
1800,23363,0,0,0,0,0,0,0,0,#DIV/0!
1801,23364,0,0,0,0,0,0,0,0,#DIV/0!
1802,23365,0,0,0,0,0,0,0,0,#DIV/0!
1803,23366,0,0,0,0,0,0,0,0,#DIV/0!
1804,23367,0,0,0,0,0,0,0,0,#DIV/0!
1805,23368,0,0,0,0,0,0,0,0,#DIV/0!
1806,23369,0,0,0,0,0,0,0,0,#DIV/0!
1807,23370,0,0,0,0,0,0,0,0,#DIV/0!
1808,23371,0,0,0,0,0,0,0,0,#DIV/0!
1809,23372,0,0,0,0,0,0,0,0,#DIV/0!
1810,23373,0,0,0,0,0,0,0,0,#DIV/0!
1811,23374,0,0,0,0,0,0,0,0,#DIV/0!
1812,23375,0,0,0,0,0,0,0,0,#DIV/0!
1813,23376,0,0,0,0,0,0,0,0,#DIV/0!
1814,23377,0,0,0,0,0,0,0,0,#DIV/0!
1815,23378,0,0,0,0,0,0,0,0,#DIV/0!
1816,23379,0,0,0,0,0,0,0,0,#DIV/0!
1817,23380,0,0,0,0,0,0,0,0,#DIV/0!
1818,23381,0,0,0,0,0,0,0,0,#DIV/0!
1819,23382,0,0,0,0,0,0,0,0,#DIV/0!
1820,23383,0,0,0,0,0,0,0,0,#DIV/0!
1821,23384,0,0,0,0,0,0,0,0,#DIV/0!
1822,23385,0,0,0,0,0,0,0,0,#DIV/0!
1823,23386,0,0,0,0,0,0,0,0,#DIV/0!
1824,23387,0,0,0,0,0,0,0,0,#DIV/0!
1825,23388,0,0,0,0,0,0,0,0,#DIV/0!
1826,23389,0,0,0,0,0,0,0,0,#DIV/0!
1827,23390,0,0,0,0,0,0,0,0,#DIV/0!
1828,23391,0,0,0,0,0,0,0,0,#DIV/0!
1829,23392,0,0,0,0,0,0,0,0,#DIV/0!
1830,23393,0,0,0,0,0,0,0,0,#DIV/0!
1831,23394,0,0,0,0,0,0,0,0,#DIV/0!
1832,23395,0,0,0,0,0,0,0,0,#DIV/0!
1833,23396,0,0,0,0,0,0,0,0,#DIV/0!
1834,23397,0,0,0,0,0,0,0,0,#DIV/0!
1835,23398,0,0,0,0,0,0,0,0,#DIV/0!
1836,23399,0,0,0,0,0,0,0,0,#DIV/0!
1837,23400,0,0,0,0,0,0,0,0,#DIV/0!
1838,23401,0,0,0,0,0,0,0,0,#DIV/0!
1839,23402,0,0,0,0,0,0,0,0,#DIV/0!
1840,23403,0,0,0,0,0,0,0,0,#DIV/0!
1841,23404,0,0,0,0,0,0,0,0,#DIV/0!
1842,23405,0,0,0,0,0,0,0,0,#DIV/0!
1843,23406,0,0,0,0,0,0,0,0,#DIV/0!
1844,23407,0,0,0,0,0,0,0,0,#DIV/0!
1845,23408,0,0,0,0,0,0,0,0,#DIV/0!
1846,23409,0,0,0,0,0,0,0,0,#DIV/0!
1847,23410,0,0,0,0,0,0,0,0,#DIV/0!
1848,23411,0,0,0,0,0,0,0,0,#DIV/0!
1849,23412,0,0,0,0,0,0,0,0,#DIV/0!
1850,23413,0,0,0,0,0,0,0,0,#DIV/0!
1851,23414,0,0,0,0,0,0,0,0,#DIV/0!
1852,23415,0,0,0,0,0,0,0,0,#DIV/0!
1853,23416,0,0,0,0,0,0,0,0,#DIV/0!
1854,23417,0,0,0,0,0,0,0,0,#DIV/0!
1855,23418,0,0,0,0,0,0,0,0,#DIV/0!
1856,23419,0,0,0,0,0,0,0,0,#DIV/0!
1857,23420,0,0,0,0,0,0,0,0,#DIV/0!
1858,23421,0,0,0,0,0,0,0,0,#DIV/0!
1859,23422,0,0,0,0,0,0,0,0,#DIV/0!
1860,23423,0,0,0,0,0,0,0,0,#DIV/0!
1861,23424,0,0,0,0,0,0,0,0,#DIV/0!
1862,23425,0,0,0,0,0,0,0,0,#DIV/0!
1863,23426,0,0,0,0,0,0,0,0,#DIV/0!
1864,23427,0,0,0,0,0,0,0,0,#DIV/0!
1865,23428,0,0,0,0,0,0,0,0,#DIV/0!
1866,23429,0,0,0,0,0,0,0,0,#DIV/0!
1867,23430,0,0,0,0,0,0,0,0,#DIV/0!
1868,23431,0,0,0,0,0,0,0,0,#DIV/0!
1869,23432,0,0,0,0,0,0,0,0,#DIV/0!
1870,23433,0,0,0,0,0,0,0,0,#DIV/0!
1871,23434,0,0,0,0,0,0,0,0,#DIV/0!
1872,23435,0,0,0,0,0,0,0,0,#DIV/0!
1873,23436,0,0,0,0,0,0,0,0,#DIV/0!
1874,23437,0,0,0,0,0,0,0,0,#DIV/0!
1875,23438,0,0,0,0,0,0,0,0,#DIV/0!
1876,23439,0,0,0,0,0,0,0,0,#DIV/0!
1877,23440,0,0,0.151495854335375,0.0504986181117917,0.00255011043120057,0.00255011043120057,0.0102004417248023,0.00510022086240115,0.100997236223583
1878,23441,0,0,0,0,0,0,0,0,#DIV/0!
1879,23442,0,0,0,0,0,0,0,0,#DIV/0!
1880,23443,0,0,0,0,0,0,0,0,#DIV/0!
1881,23444,0,0,0,0,0,0,0,0,#DIV/0!
1882,23445,0,0,0,0,0,0,0,0,#DIV/0!
1883,23446,0,0,0,0,0,0,0,0,#DIV/0!
1884,23447,0,0,0,0,0,0,0,0,#DIV/0!
1885,23448,0,0,0,0,0,0,0,0,#DIV/0!
1886,23449,0,0,0,0,0,0,0,0,#DIV/0!
1887,23450,0,0,0,0,0,0,0,0,#DIV/0!
1888,23451,0,0,0,0,0,0,0,0,#DIV/0!
1889,23452,0,0,0,0,0,0,0,0,#DIV/0!
1890,23453,0,0,0,0,0,0,0,0,#DIV/0!
1891,23454,0,0,0,0,0,0,0,0,#DIV/0!
1892,23455,0,0,0,0,0,0,0,0,#DIV/0!
1893,23456,0,0,0,0,0,0,0,0,#DIV/0!
1894,23457,0,0,0,0,0,0,0,0,#DIV/0!
1895,23458,0,0,0,0,0,0,0,0,#DIV/0!
1896,23459,0,0,0,0,0,0,0,0,#DIV/0!
1897,23460,0,0,0,0,0,0,0,0,#DIV/0!
1898,23461,0,0,0,0,0,0,0,0,#DIV/0!
1899,23462,0,0,0,0,0,0,0,0,#DIV/0!
1900,23463,0,0,0,0,0,0,0,0,#DIV/0!
1901,23464,0,0,0,0,0,0,0,0,#DIV/0!
1902,23465,0,0,0,0,0,0,0,0,#DIV/0!
1903,23466,0,0,0,0,0,0,0,0,#DIV/0!
1904,23467,0,0,0,0,0,0,0,0,#DIV/0!
1905,23468,0,0,0,0,0,0,0,0,#DIV/0!
1906,23469,0,0,0,0,0,0,0,0,#DIV/0!
1907,23470,0,0,0,0,0,0,0,0,#DIV/0!
1908,23471,0,0,0,0,0,0,0,0,#DIV/0!
1909,23472,0,0,0,0,0,0,0,0,#DIV/0!
1910,23473,0,0,0,0,0,0,0,0,#DIV/0!
1911,23474,0,0,0,0,0,0,0,0,#DIV/0!
1912,23475,0,0,0,0,0,0,0,0,#DIV/0!
1913,23476,0,0,0,0,0,0,0,0,#DIV/0!
1914,23477,0,0,0,0,0,0,0,0,#DIV/0!
1915,23478,0,0,0,0,0,0,0,0,#DIV/0!
1916,23479,0,0,0,0,0,0,0,0,#DIV/0!
1917,23480,0,0,0,0,0,0,0,0,#DIV/0!
1918,23481,0,0,0,0,0,0,0,0,#DIV/0!
1919,23482,0,0,0,0,0,0,0,0,#DIV/0!
1920,23483,0,0,0,0,0,0,0,0,#DIV/0!
1921,23484,0,0,0,0,0,0,0,0,#DIV/0!
1922,23485,0,0,0,0,0,0,0,0,#DIV/0!
1923,23486,0,0,0,0,0,0,0,0,#DIV/0!
1924,23487,0,0,0,0,0,0,0,0,#DIV/0!
1925,23488,0,0,0,0,0,0,0,0,#DIV/0!
1926,23489,0,0,0,0,0,0,0,0,#DIV/0!
1927,23490,0,0,0,0,0,0,0,0,#DIV/0!
1928,23491,0,0,0,0,0,0,0,0,#DIV/0!
1929,23492,0,0,0,0,0,0,0,0,#DIV/0!
1930,23493,0,0,0,0,0,0,0,0,#DIV/0!
1931,23494,0,0,0,0,0,0,0,0,#DIV/0!
1932,23495,0,0,0,0,0,0,0,0,#DIV/0!
1933,23496,0,0,0,0,0,0,0,0,#DIV/0!
1934,23497,0,0,0,0,0,0,0,0,#DIV/0!
1935,23498,0,0,0,0,0,0,0,0,#DIV/0!
1936,23499,0,0,0,0,0,0,0,0,#DIV/0!
1937,23500,0,0,0,0,0,0,0,0,#DIV/0!
1938,23501,0,0,0,0,0,0,0,0,#DIV/0!
1939,23502,0,0,0,0,0,0,0,0,#DIV/0!
1940,23503,0,0,0,0,0,0,0,0,#DIV/0!
1941,23504,0,0,0,0,0,0,0,0,#DIV/0!
1942,23505,0,0,0,0,0,0,0,0,#DIV/0!
1943,23506,0,0,0,0,0,0,0,0,#DIV/0!
1944,23507,0,0,0,0,0,0,0,0,#DIV/0!
1945,23508,0,0,0,0,0,0,0,0,#DIV/0!
1946,23509,0,0,0,0,0,0,0,0,#DIV/0!
1947,23510,0,0,0,0,0,0,0,0,#DIV/0!
1948,23511,0,0,0,0,0,0,0,0,#DIV/0!
1949,23512,0,0,0,0,0,0,0,0,#DIV/0!
1950,23513,0,0,0,0,0,0,0,0,#DIV/0!
1951,23514,0,0,0,0,0,0,0,0,#DIV/0!
1952,23515,0,0,0,0,0,0,0,0,#DIV/0!
1953,23516,0,0,0,0,0,0,0,0,#DIV/0!
1954,23517,0,0,0,0,0,0,0,0,#DIV/0!
1955,23518,0.412697251504221,0,0,0.137565750501407,0.0756973428440615,0.0189243357110154,0.0189243357110154,0.0378486714220307,0.275131501002814
1956,23519,0,0,0,0,0,0,0,0,#DIV/0!
1957,23520,0,0,0,0,0,0,0,0,#DIV/0!
